0x0000	pl#
0x3ea9	display_enemy_lasknown_pos
0x3eaa	display_equipment
0x3eab	display_feedback_context
0x3eac	display_fov
0x3ead	display_fx_add_options
0x3eae	display_fx_info
0x3eaf	display_get_away_from_vehicle_message
0x3eb0	display_goto_path
0x3eb1	display_heli_hint
0x3eb2	display_hint
0x3eb3	display_hint_dist_check
0x3eb4	display_hint_function_cancel_logic
0x3eb5	display_hint_proc
0x3eb6	display_icon_logic
0x3eb7	display_icon_shutdown_logic
0x3eb8	display_ied_warning_dialogue_or_end_game
0x3eb9	display_name
0x3eba	display_obj_hint_if_needed
0x3ebb	display_objective_text_func
0x3ebc	display_range
0x3ebd	display_retry_dialog
0x3ebe	display_retry_loadout
0x3ebf	display_starts
0x3ec0	display_super_fired_splash
0x3ec1	display_super_ready_splash
0x3ec2	display_warning_message_to_player
0x3ec3	displayed_hints
0x3ec4	displayed_ied_ahead_warning
0x3ec5	displaygameend
0x3ec6	displayingdamagehints
0x3ec7	displayplayersplash
0x3ec8	displayroundend
0x3ec9	displayroundswitch
0x3eca	displayscoreeventpoints
0x3ecb	displayteamsplash
0x3ecc	displaythreat
0x3ecd	dissociate_from_player
0x3ece	dist
0x3ecf	dist_ambulance_sfx
0x3ed0	dist_from_node_to_end
0x3ed1	dist_test
0x3ed2	dist_to_chopper_pos
0x3ed3	dist_to_next
0x3ed4	distance_2d_squared
0x3ed5	distance_checker
0x3ed6	distance_compare
0x3ed7	distance_notify
0x3ed8	distance_z
0x3ed9	distancebeforedeescalate
0x3eda	distancefalloff
0x3edb	distancetobottom
0x3edc	distancetotarg
0x3edd	distant_civs
0x3ede	distant_enemies_spawn_func
0x3edf	distant_guy_spawner_watcher
0x3ee0	distant_guys
0x3ee1	distant_threat
0x3ee2	distant_threat_gate_init
0x3ee3	distant_threat_gate_move
0x3ee4	distanttargetmarkergroup
0x3ee5	distanttargetsinouterradius
0x3ee6	distdown
0x3ee7	distforward
0x3ee8	distforwardwall
0x3ee9	distmax
0x3eea	distmin
0x3eeb	distmove
0x3eec	distract
0x3eed	distract_check
0x3eee	distract_end
0x3eef	distract_end_followup
0x3ef0	distract_followup
0x3ef1	distracted_breakout
0x3ef2	distraction_dialogue
0x3ef3	distraction_fx
0x3ef4	distraction_icons
0x3ef5	distraction_structs
0x3ef6	distraction_triggers_logic
0x3ef7	distsq
0x3ef8	distsqrd
0x3ef9	distsqtoballstart
0x3efa	distsqtokothzones
0x3efb	distsquaredcheck
0x3efc	distsumsquared
0x3efd	distsumsquaredcapped
0x3efe	disttohomebase
0x3eff	disttravelled
0x3f00	distup
0x3f01	div
0x3f02	divebombpos
0x3f03	divisions
0x3f04	dlc_get_non_agent_enemies
0x3f05	dlog_init
0x3f06	dlogdata
0x3f07	dlogid
0x3f08	dmg_from_player
0x3f09	dmg_models
0x3f0a	dmg_vfx_hp
0x3f0b	dmg_vfx_smoke
0x3f0c	dmg_vfx_smoke_move
0x3f0d	dmg_vfx_tag
0x3f0e	dmgarray
0x3f0f	dmgpoint
0x3f10	dmgtoplayer
0x3f11	do_abort
0x3f12	do_additional_damage
0x3f13	do_animation
0x3f14	do_as_chatter
0x3f15	do_as_chatter_internal
0x3f16	do_computer_anims
0x3f17	do_context_melee
0x3f18	do_cough
0x3f19	do_cut_anims
0x3f1a	do_cut_anims_long
0x3f1b	do_damage
0x3f1c	do_damage_to_all_players_as_passenger
0x3f1d	do_damage_to_player_armor
0x3f1e	do_damage_to_target_in_range
0x3f1f	do_damage_when_trigger
0x3f20	do_death_sound
0x3f21	do_defuse_anim
0x3f22	do_deletable_delete
0x3f23	do_door_spawn
0x3f24	do_earthquake
0x3f25	do_executing_anim
0x3f26	do_facial_anim
0x3f27	do_fadeout
0x3f28	do_fast_hvt_pickup
0x3f29	do_flir_footsteps
0x3f2a	do_funcs
0x3f2b	do_gl_hint
0x3f2c	do_heli_crash
0x3f2d	do_hood_repair_animation
0x3f2e	do_hood_repair_animation_actual
0x3f2f	do_hood_repair_anims
0x3f30	do_hvt_drop_anim
0x3f31	do_hvt_load_on_truck_anim
0x3f32	do_hvt_pickup_anim
0x3f33	do_hvt_pickup_from_truck_anim
0x3f34	do_idle_twitch
0x3f35	do_immediate_ragdoll
0x3f36	do_killstreaks
0x3f37	do_landing
0x3f38	do_laser_target_on_player_humvee
0x3f39	do_level_first_frame
0x3f3a	do_level_specific_callback
0x3f3b	do_lilly_execition
0x3f3c	do_lilly_struggle
0x3f3d	do_ls_anims
0x3f3e	do_melee_attack_anim
0x3f3f	do_multiple_treads
0x3f40	do_no_game_start
0x3f41	do_no_game_start_teleport
0x3f42	do_pain
0x3f43	do_resurrection_logic
0x3f44	do_seated_anim
0x3f45	do_single_tread
0x3f46	do_slide_hint
0x3f47	do_sound_on_death
0x3f48	do_starts
0x3f49	do_state
0x3f4a	do_state_change
0x3f4b	do_stealth
0x3f4c	do_subduing_anim
0x3f4d	do_terrorist_ragdoll
0x3f4e	do_traverse_anim
0x3f4f	do_vehicle_repair_animation
0x3f50	do_vehicle_repair_animation_actual
0x3f51	do_vent_rumble
0x3f52	do_wait
0x3f53	do_wait_any
0x3f54	do_wait_endons_array
0x3f55	do_whizby_flinch
0x3f56	doaction
0x3f57	doaction_begin
0x3f58	doaction_end
0x3f59	doaction_tick
0x3f5a	doairstrike
0x3f5b	doalert
0x3f5c	doambushcoverfind
0x3f5d	doambushspawning
0x3f5e	doantigravgrenaderagdoll
0x3f5f	doapcshellshot
0x3f60	doarrival
0x3f61	doblinkinglight
0x3f62	docache1
0x3f63	docache2
0x3f64	docache3
0x3f65	docache4
0x3f66	docache5
0x3f67	docapturekill
0x3f68	dochangeweapon
0x3f69	dochants
0x3f6a	dock_door_init
0x3f6b	dock_doors_move
0x3f6c	docmdoutro
0x3f6d	docovermultiswitchnode
0x3f6e	docovermultiswitchnodetype
0x3f6f	docratedropfrommanualheli
0x3f70	docratedropfromscripted
0x3f71	docratedropfromscriptedheli
0x3f72	docratedropsmoke
0x3f73	dodamagefilter
0x3f74	dodamagetokillstreak
0x3f75	dodamagewhiledown
0x3f76	dodeathfromarray
0x3f77	dodgeanim
0x3f78	dodgecooldown
0x3f79	dodgedbullet
0x3f7a	dodgedefenseignorefunc
0x3f7b	dodging
0x3f7c	dodirectionalswivelmove
0x3f7d	dodisintegrate
0x3f7e	dodragonsbreathpainfxhack
0x3f7f	dodyingcrawlbloodsmear
0x3f80	doearthquake
0x3f81	doeomcombat
0x3f82	doepictauntscriptablestep
0x3f83	does_day_fit_in_current_month
0x3f84	does_goliath_know_where_player_is
0x3f85	does_hero_player_pass_traces
0x3f86	does_team_have_active_chain
0x3f87	does_want_to_move
0x3f88	doesattachmentconflict
0x3f89	doesmodesupportplayerteamchoice
0x3f8a	doesscenefitincurrentarchive
0x3f8b	doesscenehaveenoughbufferrecordingtime
0x3f8c	doesscenehaveenoughtotalrecordingtime
0x3f8d	doesshareammo
0x3f8e	doesstumblingpainstatehavealias
0x3f8f	doesteamhaveactivejugg
0x3f90	doesweaponhaveattachmenttype
0x3f91	doexfilsplashforpassengers
0x3f92	doexposedcalloutresponse
0x3f93	dof
0x3f94	dof_apply_to_results
0x3f95	dof_auto_barkov
0x3f96	dof_auto_knife
0x3f97	dof_auto_knife_prompt
0x3f98	dof_blend_interior_ads
0x3f99	dof_blend_interior_ads_element
0x3f9a	dof_blend_interior_ads_scalar
0x3f9b	dof_blend_interior_generic
0x3f9c	dof_calc_results
0x3f9d	dof_default
0x3f9e	dof_disable
0x3f9f	dof_disable_ads
0x3fa0	dof_disable_autofocus
0x3fa1	dof_disable_script
0x3fa2	dof_enable
0x3fa3	dof_enable_ads
0x3fa4	dof_enable_autofocus
0x3fa5	dof_enable_script
0x3fa6	dof_finale_choke_stab01
0x3fa7	dof_finale_choke_stab04
0x3fa8	dof_func
0x3fa9	dof_init
0x3faa	dof_interrogation_enforcer
0x3fab	dof_interrogation_revolver_pickup
0x3fac	dof_interrogation_van_open
0x3fad	dof_kyledrone
0x3fae	dof_off
0x3faf	dof_process_ads
0x3fb0	dof_process_physical_ads
0x3fb1	dof_ref_ent
0x3fb2	dof_set_base
0x3fb3	dof_set_generic
0x3fb4	dof_update
0x3fb5	doffarblur
0x3fb6	doffarend
0x3fb7	doffarstart
0x3fb8	dofinalkillcam
0x3fb9	dofirstcache
0x3fba	doflyby
0x3fbb	dofnearblur
0x3fbc	dofnearend
0x3fbd	dofnearstart
0x3fbe	dofovzoom
0x3fbf	dog_combat_init
0x3fc0	dog_followenemy
0x3fc1	dog_followenemy_init
0x3fc2	dog_followenemy_terminate
0x3fc3	dog_idle
0x3fc4	dog_idle_init
0x3fc5	dog_idle_init_task
0x3fc6	dog_idle_terminate_task
0x3fc7	dog_init
0x3fc8	dog_investigate
0x3fc9	dog_investigate_init_task
0x3fca	dog_investigate_terminate_task
0x3fcb	dog_is_killed
0x3fcc	dog_jump_down
0x3fcd	dog_kill_and_main_house_vo
0x3fce	dog_notehandler
0x3fcf	dogfighttarget
0x3fd0	dogfn0
0x3fd1	doghostweaponfired
0x3fd2	dogib
0x3fd3	dogibdefault
0x3fd4	dogoalreset
0x3fd5	dograb
0x3fd6	dogrenadethrow
0x3fd7	dogs
0x3fd8	dogs_dialoguedeathlogic
0x3fd9	dogs_dialoguelogic
0x3fda	dogs_dialogueplayermisslogic
0x3fdb	dogs_main
0x3fdc	dogs_pathlogic
0x3fdd	dogs_playerspotteddogslogic
0x3fde	dogs_runlogic
0x3fdf	dogs_spawndogs
0x3fe0	dogs_start
0x3fe1	dogtag
0x3fe2	dogtag_revive
0x3fe3	dogtagallyonusecb
0x3fe4	dogtagallyonusecbconf
0x3fe5	dogtagcommonallyonusecb
0x3fe6	dogtagcommonenemyonusecb
0x3fe7	dogtagenemyonusecb
0x3fe8	dogtagenemyonusecbconf
0x3fe9	dogtags
0x3fea	dogtagsenabled
0x3feb	dogtagsicon
0x3fec	dogtagsplayer
0x3fed	dogtagstext
0x3fee	dogundropphysicsimpulse
0x3fef	dohalftimevo
0x3ff0	dohalfwayflash
0x3ff1	dohoist
0x3ff2	doidlemovement
0x3ff3	doimmediateragdolldeath
0x3ff4	doingadditivepain
0x3ff5	doingbroshot
0x3ff6	doingkillcamslowmo
0x3ff7	doinglongdeath
0x3ff8	doingpoi
0x3ff9	doingsplash
0x3ffa	doinjuredgesture
0x3ffb	dointro
0x3ffc	dojailbreak
0x3ffd	dokillcam
0x3ffe	dokillcamfromstruct
0x3fff	dokillcamslowmo
0x4000	dokillstreakaction
0x4001	doleaderfinalsurrender
0x4002	doleaderreturntocombat
0x4003	doleaderstun
0x4004	doleadersurrender
0x4005	doline
0x4006	dolmgtracking
0x4007	dolocalrailgundamage
0x4008	dom_circletick
0x4009	dom_encounterstart
0x400a	dom_initquest
0x400b	dom_questthink
0x400c	dom_removequestinstance
0x400d	dom_removequestthread
0x400e	domagicdoorchecks
0x400f	domeleeaction
0x4010	domencounter_icons
0x4011	domencounter_onenduse
0x4012	domencounter_onuse
0x4013	domencounter_onuseupdate
0x4014	domencounter_setdomscriptablepartstate
0x4015	domeritcallback
0x4016	domflag
0x4017	domflag_dropplunder
0x4018	domflag_icons
0x4019	domflag_onenduse
0x401a	domflag_onuse
0x401b	domflag_onuseupdate
0x401c	domflag_setdomscriptablepartstate
0x401d	domflag_setneutral
0x401e	domflagassignments
0x401f	domflags
0x4020	domflagupdateicons
0x4021	dominating_music
0x4022	domlocale_checkiflocaleisavailable
0x4023	domlocale_circletick
0x4024	domlocale_createquestlocale
0x4025	domlocale_findsearcharea
0x4026	domlocale_removelocaleinstance
0x4027	domlocale_removequestinstances
0x4028	dommainloop
0x4029	domonitoredweaponswitch
0x402a	domoralestiedanim
0x402b	dompoint_cancelholdtimer
0x402c	dompoint_holdtimer
0x402d	dompoint_onactivateobjective
0x402e	dompoint_onbeginuse
0x402f	dompoint_oncontested
0x4030	dompoint_ondisableobjective
0x4031	dompoint_onenableobjective
0x4032	dompoint_onenduse
0x4033	dompoint_onpinnedstate
0x4034	dompoint_onuncontested
0x4035	dompoint_onunoccupied
0x4036	dompoint_onunpinnedstate
0x4037	dompoint_onuse
0x4038	dompoint_onusebegin
0x4039	dompoint_onuseend
0x403a	dompoint_onuseupdate
0x403b	dompoint_setcaptured
0x403c	dompoint_setupflagmodels
0x403d	dompoint_stompprogressreward
0x403e	domquest_dropplunder
0x403f	domquest_icons
0x4040	domquest_onenduse
0x4041	domquest_onuse
0x4042	domquest_onuseupdate
0x4043	domquest_removequestinstance
0x4044	domquest_removequestinstances
0x4045	domquest_setdomscriptablepartstate
0x4046	donelosttargetshot
0x4047	donightvision
0x4048	doninebang
0x4049	donotetracks
0x404a	donotetracks_vsplayer
0x404b	donotetracksforever
0x404c	donotetracksforeverintercept
0x404d	donotetracksforeverproc
0x404e	donotetracksfortime
0x404f	donotetracksfortimeendnotify
0x4050	donotetracksfortimeintercept
0x4051	donotetracksfortimeout
0x4052	donotetracksfortimeproc
0x4053	donotetracksintercept
0x4054	donotetrackspostcallback
0x4055	donotetrackswithtimeout
0x4056	donothing
0x4057	donothingfunc
0x4058	donotmodifydamage
0x4059	donotunloadondriverdeath
0x405a	donotunloadonend
0x405b	donotuse
0x405c	dont_auto_balance
0x405d	dont_auto_ride
0x405e	dont_callout_sniper_kill
0x405f	dont_cleanup
0x4060	dont_crouch
0x4061	dont_delete
0x4062	dont_do_flir_footsteps
0x4063	dont_drop_weapons
0x4064	dont_enter_combat
0x4065	dont_explode
0x4066	dont_kill_flag
0x4067	dont_kill_off
0x4068	dont_lerp_player
0x4069	dont_let_player_die_in_tunnel
0x406a	dont_link
0x406b	dont_lmg
0x406c	dont_move_from_drone
0x406d	dont_plant_until_time
0x406e	dont_prone
0x406f	dont_propagate_events_prespawn
0x4070	dont_scriptkill
0x4071	dont_shoot_player_in_the_back
0x4072	dont_shoot_through_bp_glass
0x4073	dont_shoot_through_civilians
0x4074	dont_stand
0x4075	dont_unlink_ragdoll
0x4076	dont_use_charges
0x4077	dontbreakhelmet
0x4078	dontchangepushplayer
0x4079	dontchatter
0x407a	dontcolormove
0x407b	dontdisconnectpaths
0x407c	dontdonotetracks
0x407d	dontdrawoncompass
0x407e	dontdropweapon
0x407f	dontendonscore
0x4080	dontgetonpath
0x4081	dontgiveuponsuppression
0x4082	dontgiveuponsuppressionyet
0x4083	dontgrenademe
0x4084	dontkilloff
0x4085	dontmelee
0x4086	dontmeleeme
0x4087	dontrallynag
0x4088	dontsave
0x4089	dontshootwhileparachuting
0x408a	dontsyncmelee
0x408b	dontunloadondeath
0x408c	dontunloadonend
0x408d	dontwaitforpathend
0x408e	door
0x408f	door_1
0x4090	door_2
0x4091	door_add_opener
0x4092	door_ai_allowed
0x4093	door_ajar
0x4094	door_ajar_custom_func
0x4095	door_angle_check
0x4096	door_back_left_dmg
0x4097	door_back_right_dmg
0x4098	door_bash_open
0x4099	door_bash_presentation
0x409a	door_bash_thread
0x409b	door_bashable_by_player
0x409c	door_bust_guy
0x409d	door_bust_guy_autosave
0x409e	door_bust_scene
0x409f	door_can_open_check
0x40a0	door_check_base
0x40a1	door_clip
0x40a2	door_clip_boss_enter
0x40a3	door_clip_delay
0x40a4	door_close
0x40a5	door_col
0x40a6	door_creak_sound
0x40a7	door_creak_sound_stop
0x40a8	door_createnavobstacle
0x40a9	door_cut_interactions
0x40aa	door_cut_precache
0x40ab	door_damage_scale
0x40ac	door_destroynavobstacle
0x40ad	door_disableaudioportal
0x40ae	door_dmg
0x40af	door_dynamic_parse_parameters
0x40b0	door_dynamic_setup
0x40b1	door_dynamic_setup_adapter
0x40b2	door_dynamic_setup_post_init
0x40b3	door_ease_in_open_input
0x40b4	door_enableaudioportal
0x40b5	door_ent
0x40b6	door_ent_movement
0x40b7	door_entitylessscriptable_togglelock
0x40b8	door_event_wait
0x40b9	door_force_open_fully
0x40ba	door_front_left_dmg
0x40bb	door_front_right_dmg
0x40bc	door_gag_door_watcher
0x40bd	door_gag_magic_bullet
0x40be	door_gags
0x40bf	door_get_pushspot
0x40c0	door_guy_spawn
0x40c1	door_hint_dist_scale
0x40c2	door_hit_fx
0x40c3	door_interact_presentation
0x40c4	door_interaction
0x40c5	door_intro_end
0x40c6	door_intro_performance
0x40c7	door_is_at_max_yaw
0x40c8	door_is_half_open
0x40c9	door_kick_player_push
0x40ca	door_kick_scene
0x40cb	door_latch
0x40cc	door_manage_openers
0x40cd	door_manager_try_ai_opener
0x40ce	door_name
0x40cf	door_needs_to_close
0x40d0	door_open
0x40d1	door_open_close_loop
0x40d2	door_open_completely
0x40d3	door_open_think
0x40d4	door_opened
0x40d5	door_opener_check_for_damage
0x40d6	door_parse_parameters
0x40d7	door_peak_alerted_monitor
0x40d8	door_peak_death_monitor
0x40d9	door_peak_timer
0x40da	door_peek_death_fail
0x40db	door_post_load
0x40dc	door_react
0x40dd	door_react_anim
0x40de	door_remove_open_prompts
0x40df	door_scene_init
0x40e0	door_script_model_anims
0x40e1	door_setup
0x40e2	door_spawn_entrance
0x40e3	door_spawner
0x40e4	door_speed_modifier_monitor
0x40e5	door_state_change
0x40e6	door_state_exit
0x40e7	door_state_next
0x40e8	door_state_on_interrupt
0x40e9	door_state_update
0x40ea	door_state_update_sound
0x40eb	door_surprise_breach
0x40ec	door_system_init
0x40ed	door_team_member_arrived
0x40ee	door_team_member_at_gate
0x40ef	door_think
0x40f0	door_unlocked
0x40f1	door_unresolved_collision_count
0x40f2	door_unresolved_collision_origin
0x40f3	door_unresolved_collision_start_time
0x40f4	door_waittill_open
0x40f5	door_waittill_snakecam
0x40f6	door_watch_unresolved_collision
0x40f7	door_watch_unresolved_collision_count
0x40f8	dooralarment
0x40f9	dooralarmowner
0x40fa	dooralarmprompt
0x40fb	dooralreadyopen
0x40fc	doorarrivalcount
0x40fd	doorbottomcenter
0x40fe	doorbottomhandle
0x40ff	doorbottomorigin
0x4100	doorbust_guy_becomes_ai_if_alive
0x4101	doorbust_guy_spawn_func
0x4102	doorbuttoninteract
0x4103	doorcenter
0x4104	doorclip
0x4105	doorclose
0x4106	doorcontentoverride
0x4107	doorcount
0x4108	doordamagemod
0x4109	doordamagepoint
0x410a	doorfirecount
0x410b	doorflashchance
0x410c	doorgatecount
0x410d	doorguy
0x410e	doorid
0x410f	doormovetime
0x4110	doornavobstacle
0x4111	doorneedstoclose
0x4112	doornode
0x4113	dooroffset
0x4114	dooropen
0x4115	dooropenfunc
0x4116	doorphase
0x4117	doorpos
0x4118	doorrot
0x4119	doors
0x411a	doors_initialized
0x411b	doors_opened
0x411c	doors_think
0x411d	doors_waittill_any_open
0x411e	doors_waittill_any_snakecam
0x411f	doors_waittill_open_internal
0x4120	doors_waittill_snakecam
0x4121	doorsetupfinished
0x4122	doorsetupstarted
0x4123	doorspeedscale
0x4124	doortarget
0x4125	doortargetccw
0x4126	doortoopen
0x4127	doortraceframetime
0x4128	doortracemetrics
0x4129	doortracequeue
0x412a	doortraces
0x412b	doortracesthisframe
0x412c	doortype
0x412d	doorused
0x412e	dopain
0x412f	dopainfromarray
0x4130	dopickyautosavechecks
0x4131	doping
0x4132	doplanestrike
0x4133	doplayerkilledsplashes
0x4134	dopotgkillcam
0x4135	dopotgkillcamforplayer
0x4136	doprematch
0x4137	doradiationdamage
0x4138	dorandomguardanim
0x4139	doshellshock
0x413a	doshieldbashdeath
0x413b	doshoot
0x413c	doshoot_lmg
0x413d	doshoot_mgturret
0x413e	doslide
0x413f	doslowmo
0x4140	dosmartobject
0x4141	dosmartobject_init
0x4142	dosmartobjectterminate
0x4143	dosmokecurtains
0x4144	dosoloboost
0x4145	dosound
0x4146	dospawnvfx
0x4147	doswivelfiring
0x4148	dot
0x4149	dot_override
0x414a	dotaunt
0x414b	dothreatcalloutresponse
0x414c	dotimer
0x414d	dotraversal
0x414e	dotraversalwithflexibleheight
0x414f	dotraversalwithflexibleheight_internal
0x4150	dotraverse
0x4151	dotypelimit
0x4152	double_doors_hint_pos
0x4153	double_doors_init
0x4154	double_doors_init_auto
0x4155	double_doors_init_targetname
0x4156	double_doors_waittill_bashed
0x4157	double_doors_waittill_interact
0x4158	double_doors_waittill_open_completely
0x4159	double_grenades_allowed
0x415a	doublebubblesort
0x415b	doubledip
0x415c	doubledoorother
0x415d	doubledoors
0x415e	doublejumpdetected
0x415f	doublejumpearlyterminate
0x4160	doublejumpenergy
0x4161	doublejumpenergyrestorerate
0x4162	doublejumpmantlepos
0x4163	doublejumpneedsfinishanim
0x4164	doublejumpterminate
0x4165	doublekillreloadwatcher
0x4166	dovisualdeath
0x4167	dovofacingwait
0x4168	dovofacingwaittime
0x4169	dowait
0x416a	doweaponperkupdate
0x416b	dowhizby
0x416c	dowhizbycleanup
0x416d	down_angles
0x416e	downed_pilot_dialogue
0x416f	downed_pilot_nag
0x4170	downgradeweapon
0x4171	downgradeweaponaftertimeout
0x4172	downsperweaponlog
0x4173	downstairs_catchup
0x4174	downstairs_clip_management
0x4175	downstairs_nags
0x4176	downstairs_start
0x4177	downswithweapon
0x4178	downtime
0x4179	dpad_consumable_selection_watch
0x417a	dpad_drain_activations
0x417b	dpad_drain_time
0x417c	dpad_drain_triggerpassive
0x417d	dpad_drain_wave
0x417e	dpad_munition_monitor
0x417f	dpad_selection_index
0x4180	dpadcallback
0x4181	dpaddown
0x4182	dpadleft
0x4183	dpadname
0x4184	dpadright
0x4185	dpadup
0x4186	drag_buddy_go_to_combat
0x4187	drag_main
0x4188	drag_pistol_swap
0x4189	drag_player_away
0x418a	drag_playerblackoverlaylogic
0x418b	drag_playerblurlogic
0x418c	drag_playerfovlogic
0x418d	drag_playergasmaskoverlaylogic
0x418e	drag_scene
0x418f	drag_scene_internal
0x4190	drag_scene_shoot
0x4191	drag_start
0x4192	dragallyprototype
0x4193	draggedmarine
0x4194	draggingmarine
0x4195	dragonpoints
0x4196	dragons_breath_catchup
0x4197	dragons_breath_hit_farah
0x4198	dragons_breath_main
0x4199	dragons_breath_scene
0x419a	dragons_breath_shot
0x419b	dragons_breath_start
0x419c	dragonsbreathpainfxhack
0x419d	dragonsbreathpainfxhackspawnfunc
0x419e	dragtaguntildeath
0x419f	dragtoidle
0x41a0	drain_super_meter
0x41a1	draining_health
0x41a2	drainroomdoorinteract
0x41a3	draw_3d_path
0x41a4	draw_angles
0x41a5	draw_angles_on_line
0x41a6	draw_arrow
0x41a7	draw_arrow_for_time
0x41a8	draw_arrow_time
0x41a9	draw_axis
0x41aa	draw_box
0x41ab	draw_box_forever
0x41ac	draw_capsule
0x41ad	draw_capsule_until_notifies
0x41ae	draw_character_capsule
0x41af	draw_circle
0x41b0	draw_circle_lines_until_notify
0x41b1	draw_circle_until_notify
0x41b2	draw_closest_wall_points
0x41b3	draw_color_friendlies
0x41b4	draw_colornodes
0x41b5	draw_cool_circle
0x41b6	draw_cool_circle_for_time
0x41b7	draw_cool_circle_til_notify
0x41b8	draw_cross
0x41b9	draw_debug_cross
0x41ba	draw_debug_rectangle
0x41bb	draw_distance
0x41bc	draw_dot_for_ent
0x41bd	draw_dot_for_guy
0x41be	draw_effects_list
0x41bf	draw_ent_axis
0x41c0	draw_ent_axis_forever
0x41c1	draw_ent_bone_forever
0x41c2	draw_entity_bounds
0x41c3	draw_flashlight_fov
0x41c4	draw_fov
0x41c5	draw_highlight
0x41c6	draw_line
0x41c7	draw_line_for_time
0x41c8	draw_line_for_time_endon_death
0x41c9	draw_line_from_ent_for_time
0x41ca	draw_line_from_ent_to_ent_for_time
0x41cb	draw_line_from_ent_to_ent_until_notify
0x41cc	draw_line_from_ent_to_vec_for_time
0x41cd	draw_line_to_ent_for_time
0x41ce	draw_line_until_endons
0x41cf	draw_line_until_notify
0x41d0	draw_lines_based_on_delay
0x41d1	draw_max_yaw
0x41d2	draw_menu_options
0x41d3	draw_node
0x41d4	draw_node_line
0x41d5	draw_origin
0x41d6	draw_placement_circle
0x41d7	draw_player_capsule
0x41d8	draw_point
0x41d9	draw_small_arrow
0x41da	draw_spawner
0x41db	draw_spawner_edit_path
0x41dc	draw_spotlight_fov
0x41dd	draw_tag_axis
0x41de	draw_tag_axis_forever
0x41df	draw_text
0x41e0	draw_thermal
0x41e1	draw_trace
0x41e2	draw_trace_hit
0x41e3	draw_trace_type
0x41e4	drawangles
0x41e5	drawarrow
0x41e6	drawassignedgoalpos
0x41e7	drawaxis
0x41e8	drawbcdirections
0x41e9	drawbcobject
0x41ea	drawboxfrompoints
0x41eb	drawcircle
0x41ec	drawcirculararrow
0x41ed	drawcount
0x41ee	drawcross
0x41ef	drawcylinder
0x41f0	drawdebugdestination
0x41f1	drawent
0x41f2	drawenttag
0x41f3	drawfriend
0x41f4	drawgoalpos
0x41f5	drawline
0x41f6	drawminimapbounds
0x41f7	drawn
0x41f8	drawneedtoturn
0x41f9	drawsphere
0x41fa	drawstring
0x41fb	drawstringtime
0x41fc	drawtag
0x41fd	drawtagforever
0x41fe	drive_along_path
0x41ff	drive_black_fade
0x4200	drive_caption_vo
0x4201	drive_catchup
0x4202	drive_cine_dof_settings
0x4203	drive_down_hill_enemy_spawn_think
0x4204	drive_main
0x4205	drive_normal
0x4206	drive_or_slow_for_collision
0x4207	drive_skip_blackoverlay
0x4208	drive_spline_path_fun
0x4209	drive_start
0x420a	drive_start_vo
0x420b	driveby_proximity_monitor
0x420c	driveidle
0x420d	driveidle_animrate
0x420e	driveidle_normal_speed
0x420f	driveidle_r
0x4210	driver
0x4211	driver_death_watcher
0x4212	driver_idle_speed
0x4213	driver_models
0x4214	driver_play_sound_func
0x4215	driver_ready
0x4216	driver_shooting
0x4217	driverdead
0x4218	drivernode
0x4219	driverseatid
0x421a	driverwindow
0x421b	drivingtank
0x421c	drivingvehicle
0x421d	drone
0x421e	drone_ammo_watcher
0x421f	drone_anims
0x4220	drone_array_handling
0x4221	drone_attack_checks
0x4222	drone_cancel_notify_delay
0x4223	drone_catchup
0x4224	drone_control
0x4225	drone_controls_hints
0x4226	drone_counter
0x4227	drone_death_handler
0x4228	drone_death_thread
0x4229	drone_delete_on_unload
0x422a	drone_destroy_catcher
0x422b	drone_drop_real_weapon_on_death
0x422c	drone_exit_delayed
0x422d	drone_explode
0x422e	drone_fail_audio
0x422f	drone_fight
0x4230	drone_fire_randomly
0x4231	drone_friendly_fire_watcher
0x4232	drone_get_goal_loc_with_arrival
0x4233	drone_give_soul
0x4234	drone_gone_watcher
0x4235	drone_hero_lighting_on
0x4236	drone_hero_lighting_setup
0x4237	drone_idle
0x4238	drone_idle_custom
0x4239	drone_idle_override
0x423a	drone_init
0x423b	drone_init_path
0x423c	drone_intro_cine_camera_settings
0x423d	drone_intro_scene
0x423e	drone_inverted_controls_swap
0x423f	drone_killed_due_to_out_of_range_monitor
0x4240	drone_look_ahead_point
0x4241	drone_lookahead_value
0x4242	drone_lookat
0x4243	drone_loop_custom
0x4244	drone_loop_override
0x4245	drone_main
0x4246	drone_model
0x4247	drone_move
0x4248	drone_move_callback
0x4249	drone_move_z
0x424a	drone_nags
0x424b	drone_nags_disable
0x424c	drone_nags_enable
0x424d	drone_origin_updater
0x424e	drone_paths
0x424f	drone_play_looping_anim
0x4250	drone_play_scripted_anim
0x4251	drone_play_weapon_sound
0x4252	drone_rocket_delay_msg
0x4253	drone_run_speed
0x4254	drone_shoot
0x4255	drone_shoot_fx
0x4256	drone_spawn_func
0x4257	drone_start
0x4258	drone_start_position
0x4259	drone_strike_activate_function
0x425a	drone_strike_dir_override
0x425b	drone_target
0x425c	drone_thermal_draw_disable
0x425d	drone_updater
0x425e	drone_vo
0x425f	drone_wait_move
0x4260	droneanim
0x4261	droneanims
0x4262	dronebankeffects
0x4263	dronecallbackthread
0x4264	dronedamageeffectslogic
0x4265	dronedamagelogic
